,순위,선수명,팀명,AVG,G,PA,AB,H,2B,3B,HR,RBI,년도,경기타입
1,29,로저스,한화,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
2,29,박노민,한화,0.000,5,2,2,0,0,0,0,0,2016,KBO 시범경기
3,29,박정진,한화,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
4,29,송창식,한화,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
5,29,윤규진,한화,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
6,29,이시원,한화,0.000,17,2,2,0,0,0,0,0,2016,KBO 시범경기
7,29,이태양,한화,0.000,1,1,1,0,0,0,0,0,2016,KBO 시범경기
8,29,임익준,한화,0.000,3,2,2,0,0,0,0,0,2016,KBO 시범경기
9,29,장민재,한화,-,2,0,0,0,0,0,0,0,2016,KBO 시범경기
10,29,정범모,한화,0.000,5,4,4,0,0,0,0,0,2016,KBO 시범경기
11,29,정우람,한화,-,2,0,0,0,0,0,0,0,2016,KBO 시범경기
12,29,정현석,한화,0.000,3,8,8,0,0,0,0,0,2016,KBO 시범경기
13,29,지시완,한화,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
0,25,송주호,한화,0.000,9,4,3,0,0,0,0,0,2016,KBO 시범경기
1,25,심수창,한화,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
2,25,윤승열,한화,0.000,9,3,3,0,0,0,0,0,2016,KBO 시범경기
3,25,이시원,한화,0.000,4,2,2,0,0,0,0,0,2016,KBO 시범경기
0,1,임익준,한화,0.500,5,6,4,2,0,0,0,2,2016,KBO 와일드카드
1,1,황선일,한화,0.500,1,2,2,1,0,0,0,1,2016,KBO 와일드카드
2,3,로사리오,한화,0.395,12,51,43,17,4,0,4,8,2016,KBO 와일드카드
3,4,이성열,한화,0.370,15,54,46,17,2,0,2,8,2016,KBO 와일드카드
4,5,김경언,한화,0.364,4,14,11,4,1,0,1,2,2016,KBO 와일드카드
5,6,김태균,한화,0.350,14,47,40,14,4,0,0,12,2016,KBO 와일드카드
6,7,정근우,한화,0.348,14,50,46,16,2,1,0,5,2016,KBO 와일드카드
7,8,차일목,한화,0.333,9,11,9,3,1,0,0,1,2016,KBO 와일드카드
8,9,신성현,한화,0.286,14,38,35,10,1,0,0,5,2016,KBO 와일드카드
9,9,하주석,한화,0.286,6,24,21,6,1,0,0,4,2016,KBO 와일드카드
10,11,양성우,한화,0.250,3,6,4,1,0,0,0,0,2016,KBO 와일드카드
11,11,이창열,한화,0.250,6,10,8,2,1,0,0,2,2016,KBO 와일드카드
12,11,허도환,한화,0.250,8,15,12,3,2,0,0,5,2016,KBO 와일드카드
13,14,장민석,한화,0.243,12,39,37,9,1,1,1,5,2016,KBO 와일드카드
14,15,조인성,한화,0.222,13,30,27,6,0,0,2,5,2016,KBO 와일드카드
15,16,권용관,한화,0.214,10,17,14,3,1,0,0,4,2016,KBO 와일드카드
16,17,최윤석,한화,0.200,4,6,5,1,0,0,0,0,2016,KBO 와일드카드
17,18,이용규,한화,0.190,13,47,42,8,1,1,0,3,2016,KBO 와일드카드
18,19,강경학,한화,0.188,14,33,32,6,1,1,0,2,2016,KBO 와일드카드
19,20,주현상,한화,0.167,10,12,12,2,0,0,0,0,2016,KBO 와일드카드
20,21,최진행,한화,0.146,15,49,41,6,0,0,3,6,2016,KBO 와일드카드
21,22,오선진,한화,0.143,3,7,7,1,0,0,0,0,2016,KBO 와일드카드
22,22,장운호,한화,0.143,11,9,7,1,0,0,0,0,2016,KBO 와일드카드
23,22,정현석,한화,0.143,4,7,7,1,0,0,0,0,2016,KBO 와일드카드
24,25,강상원,한화,-,6,0,0,0,0,0,0,0,2016,KBO 와일드카드
25,25,김원석,한화,0.000,2,2,2,0,0,0,0,0,2016,KBO 와일드카드
26,25,김태완,한화,0.000,3,4,3,0,0,0,0,0,2016,KBO 와일드카드
27,25,박정진,한화,-,1,0,0,0,0,0,0,0,2016,KBO 와일드카드
28,25,송신영,한화,-,1,0,0,0,0,0,0,0,2016,KBO 와일드카드
29,25,송은범,한화,-,1,0,0,0,0,0,0,0,2016,KBO 와일드카드
0,25,송주호,한화,0.000,9,4,3,0,0,0,0,0,2016,KBO 와일드카드
1,25,심수창,한화,-,1,0,0,0,0,0,0,0,2016,KBO 와일드카드
2,25,윤승열,한화,0.000,9,3,3,0,0,0,0,0,2016,KBO 와일드카드
3,25,이시원,한화,0.000,4,2,2,0,0,0,0,0,2016,KBO 와일드카드
0,25,송주호,한화,0.000,9,4,3,0,0,0,0,0,2016,KBO 준플레이오프
1,25,심수창,한화,-,1,0,0,0,0,0,0,0,2016,KBO 준플레이오프
2,25,윤승열,한화,0.000,9,3,3,0,0,0,0,0,2016,KBO 준플레이오프
3,25,이시원,한화,0.000,4,2,2,0,0,0,0,0,2016,KBO 준플레이오프
0,29,김지수,롯데,0.000,6,7,7,0,0,0,0,0,2016,KBO 정규시즌
1,29,레일리,롯데,-,1,0,0,0,0,0,0,0,2016,KBO 정규시즌
2,29,박시영,롯데,-,2,0,0,0,0,0,0,0,2016,KBO 정규시즌
3,29,손승락,롯데,-,4,0,0,0,0,0,0,0,2016,KBO 정규시즌
4,29,윤길현,롯데,-,1,0,0,0,0,0,0,0,2016,KBO 정규시즌
5,29,이정민,롯데,-,1,0,0,0,0,0,0,0,2016,KBO 정규시즌
6,29,정대현,롯데,-,1,0,0,0,0,0,0,0,2016,KBO 정규시즌
7,29,홍성민,롯데,-,1,0,0,0,0,0,0,0,2016,KBO 정규시즌
8,29,황진수,롯데,0.000,11,10,10,0,0,0,0,0,2016,KBO 정규시즌
0,29,김지수,롯데,0.000,6,7,7,0,0,0,0,0,2016,KBO 시범경기
1,29,레일리,롯데,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
2,29,박시영,롯데,-,2,0,0,0,0,0,0,0,2016,KBO 시범경기
3,29,손승락,롯데,-,4,0,0,0,0,0,0,0,2016,KBO 시범경기
4,29,윤길현,롯데,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
5,29,이정민,롯데,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
6,29,정대현,롯데,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
7,29,홍성민,롯데,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
8,29,황진수,롯데,0.000,11,10,10,0,0,0,0,0,2016,KBO 시범경기
0,1,이우민,롯데,0.391,12,27,23,9,3,1,0,7,2016,KBO 와일드카드
1,2,김준태,롯데,0.375,13,12,8,3,1,0,0,3,2016,KBO 와일드카드
2,3,아두치,롯데,0.371,14,40,35,13,2,0,2,9,2016,KBO 와일드카드
3,4,정훈,롯데,0.364,14,37,33,12,4,0,2,6,2016,KBO 와일드카드
4,5,오태곤,롯데,0.350,15,50,40,14,3,0,2,7,2016,KBO 와일드카드
5,6,오현근,롯데,0.333,17,18,15,5,0,0,0,4,2016,KBO 와일드카드
6,7,손용석,롯데,0.324,17,37,34,11,3,0,0,1,2016,KBO 와일드카드
7,8,황재균,롯데,0.310,16,46,42,13,3,1,0,4,2016,KBO 와일드카드
8,9,손아섭,롯데,0.289,16,44,38,11,2,0,3,7,2016,KBO 와일드카드
9,10,김대우,롯데,0.273,10,13,11,3,1,0,0,3,2016,KBO 와일드카드
10,11,김문호,롯데,0.263,15,43,38,10,3,1,0,1,2016,KBO 와일드카드
11,12,김재유,롯데,0.250,15,9,8,2,0,1,0,1,2016,KBO 와일드카드
12,13,최준석,롯데,0.233,13,33,30,7,0,0,2,5,2016,KBO 와일드카드
13,14,박종윤,롯데,0.233,16,48,43,10,2,0,0,5,2016,KBO 와일드카드
14,15,문규현,롯데,0.222,13,31,27,6,1,0,0,0,2016,KBO 와일드카드
15,16,안중열,롯데,0.214,13,18,14,3,0,0,0,2,2016,KBO 와일드카드
16,17,이여상,롯데,0.188,12,17,16,3,0,0,0,1,2016,KBO 와일드카드
17,18,김동한,롯데,0.167,7,7,6,1,0,0,0,0,2016,KBO 와일드카드
18,18,김주현,롯데,0.167,13,20,18,3,0,0,2,3,2016,KBO 와일드카드
19,20,김대륙,롯데,0.154,14,14,13,2,1,0,0,0,2016,KBO 와일드카드
20,21,강민호,롯데,0.095,10,26,21,2,0,0,0,1,2016,KBO 와일드카드
21,22,박헌도,롯데,0.083,15,33,24,2,0,0,0,3,2016,KBO 와일드카드
22,23,강로한,롯데,0.000,4,5,2,0,0,0,0,1,2016,KBO 와일드카드
23,23,김상호,롯데,0.000,4,4,4,0,0,0,0,0,2016,KBO 와일드카드
24,23,노경은,롯데,-,1,0,0,0,0,0,0,0,2016,KBO 와일드카드
0,26,장필준,삼성,-,1,0,0,0,0,0,0,0,2016,KBO 정규시즌
0,26,장필준,삼성,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
0,1,백상원,삼성,0.421,14,44,38,16,1,0,0,6,2016,KBO 와일드카드
1,2,발디리스,삼성,0.400,16,50,45,18,1,0,1,9,2016,KBO 와일드카드
2,3,박해민,삼성,0.393,16,60,56,22,6,1,2,11,2016,KBO 와일드카드
3,4,최형우,삼성,0.361,14,39,36,13,3,0,5,15,2016,KBO 와일드카드
4,5,성의준,삼성,0.350,14,24,20,7,2,0,1,6,2016,KBO 와일드카드
5,6,구자욱,삼성,0.346,15,58,52,18,5,1,0,6,2016,KBO 와일드카드
6,7,배영섭,삼성,0.324,14,41,34,11,3,0,0,5,2016,KBO 와일드카드
7,8,김상수,삼성,0.314,15,40,35,11,3,0,1,6,2016,KBO 와일드카드
8,9,이승엽,삼성,0.280,15,54,50,14,5,0,0,5,2016,KBO 와일드카드
9,10,김재현,삼성,0.273,16,24,22,6,0,0,0,4,2016,KBO 와일드카드
10,11,최선호,삼성,0.267,16,16,15,4,0,0,0,0,2016,KBO 와일드카드
11,12,박한이,삼성,0.258,12,36,31,8,2,0,1,6,2016,KBO 와일드카드
12,13,김정혁,삼성,0.250,9,8,8,2,1,0,0,2,2016,KBO 와일드카드
13,14,이성규,삼성,0.200,12,9,5,1,0,1,0,2,2016,KBO 와일드카드
14,14,조동찬,삼성,0.200,2,5,5,1,0,0,0,0,2016,KBO 와일드카드
15,16,이영욱,삼성,0.158,15,26,19,3,0,1,1,7,2016,KBO 와일드카드
16,17,이지영,삼성,0.143,14,30,28,4,1,0,0,2,2016,KBO 와일드카드
17,18,이흥련,삼성,0.133,14,18,15,2,1,0,0,1,2016,KBO 와일드카드
18,19,나성용,삼성,0.125,5,8,8,1,0,0,0,1,2016,KBO 와일드카드
19,20,이정식,삼성,0.100,8,10,10,1,1,0,0,1,2016,KBO 와일드카드
20,21,권정웅,삼성,0.000,3,2,2,0,0,0,0,0,2016,KBO 와일드카드
21,21,김성훈,삼성,-,2,0,0,0,0,0,0,0,2016,KBO 와일드카드
22,21,김현우,삼성,-,1,0,0,0,0,0,0,0,2016,KBO 와일드카드
23,21,박계범,삼성,0.000,3,2,2,0,0,0,0,0,2016,KBO 와일드카드
24,21,우동균,삼성,0.000,3,5,5,0,0,0,0,0,2016,KBO 와일드카드
25,21,이상훈,삼성,0.000,2,1,1,0,0,0,0,0,2016,KBO 와일드카드
26,21,최민구,삼성,0.000,9,5,5,0,0,0,0,0,2016,KBO 와일드카드
0,28,박세진,KT,-,1,0,0,0,0,0,0,0,2016,KBO 정규시즌
1,28,배우열,KT,-,1,0,0,0,0,0,0,0,2016,KBO 정규시즌
2,28,심재민,KT,-,3,0,0,0,0,0,0,0,2016,KBO 정규시즌
3,28,엄상백,KT,-,2,0,0,0,0,0,0,0,2016,KBO 정규시즌
4,28,정성곤,KT,0.000,1,1,1,0,0,0,0,0,2016,KBO 정규시즌
5,28,정주후,KT,0.000,12,3,3,0,0,0,0,0,2016,KBO 정규시즌
6,28,홍성무,KT,-,1,0,0,0,0,0,0,0,2016,KBO 정규시즌
7,28,홍성용,KT,-,1,0,0,0,0,0,0,0,2016,KBO 정규시즌
0,28,박세진,KT,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
1,28,배우열,KT,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
2,28,심재민,KT,-,3,0,0,0,0,0,0,0,2016,KBO 시범경기
3,28,엄상백,KT,-,2,0,0,0,0,0,0,0,2016,KBO 시범경기
4,28,정성곤,KT,0.000,1,1,1,0,0,0,0,0,2016,KBO 시범경기
5,28,정주후,KT,0.000,12,3,3,0,0,0,0,0,2016,KBO 시범경기
6,28,홍성무,KT,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
7,28,홍성용,KT,-,1,0,0,0,0,0,0,0,2016,KBO 시범경기
0,1,윤요섭,KT,0.478,14,26,23,11,2,0,2,3,2016,KBO 와일드카드
1,2,오정복,KT,0.429,2,8,7,3,1,0,0,0,2016,KBO 와일드카드
2,3,박기혁,KT,0.381,11,23,21,8,0,0,0,3,2016,KBO 와일드카드
3,4,유한준,KT,0.375,8,25,24,9,1,0,1,6,2016,KBO 와일드카드
4,5,하준호,KT,0.350,14,44,40,14,1,0,1,5,2016,KBO 와일드카드
5,6,마르테,KT,0.346,11,28,26,9,2,0,2,7,2016,KBO 와일드카드
6,7,김상현,KT,0.333,13,38,36,12,2,0,5,9,2016,KBO 와일드카드
7,8,이대형,KT,0.325,13,44,40,13,2,0,0,3,2016,KBO 와일드카드
8,9,김연훈,KT,0.296,16,32,27,8,3,0,0,3,2016,KBO 와일드카드
9,10,김동욱,KT,0.278,8,19,18,5,0,0,1,3,2016,KBO 와일드카드
10,11,문상철,KT,0.268,16,46,41,11,2,0,4,10,2016,KBO 와일드카드
11,12,김지열,KT,0.246,16,62,57,14,2,0,6,13,2016,KBO 와일드카드
12,13,심우준,KT,0.242,15,35,33,8,1,0,0,1,2016,KBO 와일드카드
13,14,박경수,KT,0.200,11,33,25,5,2,0,1,2,2016,KBO 와일드카드
14,15,김민혁,KT,0.182,12,24,22,4,0,0,0,0,2016,KBO 와일드카드
15,16,배정대,KT,0.167,15,19,18,3,1,0,0,0,2016,KBO 와일드카드
16,17,이진영,KT,0.125,5,10,8,1,0,0,0,0,2016,KBO 와일드카드
17,18,강승훈,KT,0.077,13,14,13,1,0,0,0,1,2016,KBO 와일드카드
18,19,김종민,KT,0.033,15,37,30,1,1,0,0,2,2016,KBO 와일드카드
19,20,고영표,KT,-,1,0,0,0,0,0,0,0,2016,KBO 와일드카드
20,20,김동은,KT,0.000,2,1,1,0,0,0,0,0,2016,KBO 와일드카드
21,20,김영환,KT,0.000,1,3,2,0,0,0,0,0,2016,KBO 와일드카드
22,20,김재윤,KT,-,1,0,0,0,0,0,0,0,2016,KBO 와일드카드
23,20,남태혁,KT,0.000,4,11,10,0,0,0,0,0,2016,KBO 와일드카드
24,20,이창재,KT,-,1,0,0,0,0,0,0,0,2016,KBO 와일드카드
25,20,이해창,KT,0.000,4,2,2,0,0,0,0,0,2016,KBO 와일드카드
26,20,이희근,KT,-,2,1,0,0,0,0,0,0,2016,KBO 와일드카드
27,20,정주후,KT,0.000,3,1,1,0,0,0,0,0,2016,KBO 와일드카드
0,1,버나디나,KIA,0.526,5,21,19,10,0,1,1,7,2017,KBO 정규시즌
1,2,이명기,KIA,0.364,5,24,22,8,2,0,0,2,2017,KBO 정규시즌
2,3,김선빈,KIA,0.357,5,19,14,5,1,0,0,1,2017,KBO 정규시즌
3,4,최형우,KIA,0.235,5,21,17,4,1,0,0,1,2017,KBO 정규시즌
4,5,안치홍,KIA,0.222,5,20,18,4,0,0,0,2,2017,KBO 정규시즌
5,6,김민식,KIA,0.167,5,14,12,2,1,0,0,0,2017,KBO 정규시즌
6,7,나지완,KIA,0.133,5,18,15,2,0,0,1,2,2017,KBO 정규시즌
7,8,김주찬,KIA,0.125,5,22,16,2,2,0,0,1,2017,KBO 정규시즌
8,9,이범호,KIA,0.118,5,19,17,2,0,0,1,4,2017,KBO 정규시즌
9,10,고장혁,KIA,0.000,3,1,1,0,0,0,0,0,2017,KBO 정규시즌
10,10,김주형,KIA,0.000,4,1,1,0,0,0,0,0,2017,KBO 정규시즌
11,10,김호령,KIA,0.000,4,5,4,0,0,0,0,0,2017,KBO 정규시즌
12,10,서동욱,KIA,0.000,2,1,1,0,0,0,0,0,2017,KBO 정규시즌
13,10,신종길,KIA,-,2,0,0,0,0,0,0,0,2017,KBO 정규시즌
14,10,유재신,KIA,-,2,0,0,0,0,0,0,0,2017,KBO 정규시즌
15,10,한승택,KIA,0.000,3,2,2,0,0,0,0,0,2017,KBO 정규시즌
0,25,박진태,KIA,0.000,7,1,1,0,0,0,0,0,2017,KBO 정규시즌
1,25,손영민,KIA,-,2,0,0,0,0,0,0,0,2017,KBO 정규시즌
2,25,심동섭,KIA,-,5,0,0,0,0,0,0,0,2017,KBO 정규시즌
3,25,이인행,KIA,0.000,3,3,3,0,0,0,0,0,2017,KBO 정규시즌
4,25,이정훈,KIA,0.000,4,3,2,0,0,0,0,0,2017,KBO 정규시즌
5,25,임기영,KIA,-,1,0,0,0,0,0,0,0,2017,KBO 정규시즌
6,25,임기준,KIA,-,1,0,0,0,0,0,0,0,2017,KBO 정규시즌
7,25,임창용,KIA,-,4,0,0,0,0,0,0,0,2017,KBO 정규시즌
8,25,최병연,KIA,0.000,3,2,2,0,0,0,0,0,2017,KBO 정규시즌
9,25,최영필,KIA,-,1,0,0,0,0,0,0,0,2017,KBO 정규시즌
10,25,한승혁,KIA,-,6,0,0,0,0,0,0,0,2017,KBO 정규시즌
11,25,홍건희,KIA,-,2,0,0,0,0,0,0,0,2017,KBO 정규시즌
12,25,홍재호,KIA,-,2,0,0,0,0,0,0,0,2017,KBO 정규시즌
0,25,박진태,KIA,0.000,7,1,1,0,0,0,0,0,2017,KBO 시범경기
1,25,손영민,KIA,-,2,0,0,0,0,0,0,0,2017,KBO 시범경기
2,25,심동섭,KIA,-,5,0,0,0,0,0,0,0,2017,KBO 시범경기
3,25,이인행,KIA,0.000,3,3,3,0,0,0,0,0,2017,KBO 시범경기
4,25,이정훈,KIA,0.000,4,3,2,0,0,0,0,0,2017,KBO 시범경기
5,25,임기영,KIA,-,1,0,0,0,0,0,0,0,2017,KBO 시범경기
6,25,임기준,KIA,-,1,0,0,0,0,0,0,0,2017,KBO 시범경기
7,25,임창용,KIA,-,4,0,0,0,0,0,0,0,2017,KBO 시범경기
8,25,최병연,KIA,0.000,3,2,2,0,0,0,0,0,2017,KBO 시범경기
9,25,최영필,KIA,-,1,0,0,0,0,0,0,0,2017,KBO 시범경기
10,25,한승혁,KIA,-,6,0,0,0,0,0,0,0,2017,KBO 시범경기
11,25,홍건희,KIA,-,2,0,0,0,0,0,0,0,2017,KBO 시범경기
12,25,홍재호,KIA,-,2,0,0,0,0,0,0,0,2017,KBO 시범경기
0,1,국해성,두산,1.000,1,1,1,1,0,0,0,0,2017,KBO 정규시즌
1,2,정진호,두산,0.500,2,2,2,1,0,0,0,0,2017,KBO 정규시즌
2,3,민병헌,두산,0.429,5,23,21,9,1,0,0,1,2017,KBO 정규시즌
3,4,오재일,두산,0.316,5,22,19,6,1,0,1,3,2017,KBO 정규시즌
4,5,에반스,두산,0.308,4,15,13,4,0,0,1,3,2017,KBO 정규시즌
5,6,오재원,두산,0.235,5,22,17,4,1,0,0,2,2017,KBO 정규시즌
6,7,김재환,두산,0.211,5,23,19,4,1,0,1,3,2017,KBO 정규시즌
7,7,박건우,두산,0.211,5,22,19,4,2,0,0,1,2017,KBO 정규시즌
8,9,허경민,두산,0.200,5,12,10,2,0,0,0,0,2017,KBO 정규시즌
9,10,최주환,두산,0.143,4,9,7,1,0,0,0,1,2017,KBO 정규시즌
10,11,양의지,두산,0.125,5,18,16,2,0,0,0,1,2017,KBO 정규시즌
11,12,김재호,두산,0.000,5,10,10,0,0,0,0,0,2017,KBO 정규시즌
12,12,류지혁,두산,0.000,3,6,5,0,0,0,0,0,2017,KBO 정규시즌
13,12,박세혁,두산,0.000,4,8,7,0,0,0,0,0,2017,KBO 정규시즌
14,12,서예일,두산,-,2,0,0,0,0,0,0,0,2017,KBO 정규시즌
15,12,조수행,두산,0.000,4,2,2,0,0,0,0,0,2017,KBO 정규시즌
0,1,김강률,두산,1.000,3,1,1,1,0,0,0,1,2017,KBO 시범경기
1,2,박건우,두산,0.366,131,543,483,177,40,2,20,78,2017,KBO 시범경기
2,3,김재환,두산,0.340,144,636,544,185,34,2,35,115,2017,KBO 시범경기
3,4,박유연,두산,0.333,3,3,3,1,0,0,0,0,2017,KBO 시범경기
4,5,오재일,두산,0.306,128,466,412,126,27,0,26,89,2017,KBO 시범경기
5,6,민병헌,두산,0.304,123,520,447,136,21,0,14,71,2017,KBO 시범경기
6,7,최주환,두산,0.301,129,452,399,120,16,6,7,57,2017,KBO 시범경기
7,8,에반스,두산,0.296,138,581,514,152,19,0,27,90,2017,KBO 시범경기
8,9,김재호,두산,0.293,91,331,283,83,18,1,7,50,2017,KBO 시범경기
9,10,박세혁,두산,0.284,97,237,201,57,8,0,5,26,2017,KBO 시범경기
10,11,정진호,두산,0.283,97,224,198,56,11,2,5,31,2017,KBO 시범경기
11,12,양의지,두산,0.277,111,406,347,96,15,0,14,67,2017,KBO 시범경기
12,13,조수행,두산,0.277,80,52,47,13,2,0,0,2,2017,KBO 시범경기
13,14,서예일,두산,0.261,22,25,23,6,2,0,0,2,2017,KBO 시범경기
14,15,류지혁,두산,0.259,125,330,297,77,13,4,3,26,2017,KBO 시범경기
15,16,허경민,두산,0.257,130,422,369,95,22,1,3,40,2017,KBO 시범경기
16,17,오재원,두산,0.237,127,390,334,79,16,1,7,40,2017,KBO 시범경기
17,18,국해성,두산,0.209,57,96,86,18,3,0,3,17,2017,KBO 시범경기
18,19,이성곤,두산,0.200,4,5,5,1,0,0,0,0,2017,KBO 시범경기
19,20,김민혁,두산,0.190,18,21,21,4,2,0,0,2,2017,KBO 시범경기
20,21,김인태,두산,0.186,31,44,43,8,1,0,2,4,2017,KBO 시범경기
21,22,신성현,두산,0.164,34,72,67,11,2,1,1,7,2017,KBO 시범경기
22,23,김명신,두산,-,1,0,0,0,0,0,0,0,2017,KBO 시범경기
23,23,이용찬,두산,-,4,0,0,0,0,0,0,0,2017,KBO 시범경기
24,23,이우성,두산,0.000,2,2,2,0,0,0,0,0,2017,KBO 시범경기
25,23,황경태,두산,-,2,0,0,0,0,0,0,0,2017,KBO 시범경기
0,1,김인태,두산,0.588,7,24,17,10,3,2,0,4,2017,KBO 와일드카드
1,2,양의지,두산,0.364,5,12,11,4,0,0,0,1,2017,KBO 와일드카드
2,3,정진호,두산,0.333,11,27,24,8,1,0,0,7,2017,KBO 와일드카드
3,4,신성현,두산,0.324,10,38,34,11,2,0,1,8,2017,KBO 와일드카드
4,5,김재호,두산,0.308,5,13,13,4,0,0,1,2,2017,KBO 와일드카드
5,6,류지혁,두산,0.290,12,31,31,9,1,2,0,4,2017,KBO 와일드카드
6,7,최주환,두산,0.281,11,36,32,9,2,0,1,5,2017,KBO 와일드카드
7,8,박건우,두산,0.280,11,33,25,7,1,0,0,3,2017,KBO 와일드카드
8,9,오재일,두산,0.259,11,28,27,7,1,0,1,6,2017,KBO 와일드카드
9,10,허경민,두산,0.250,11,35,32,8,0,0,2,5,2017,KBO 와일드카드
10,11,에반스,두산,0.235,6,20,17,4,2,0,0,0,2017,KBO 와일드카드
11,12,국해성,두산,0.233,11,35,30,7,2,0,1,8,2017,KBO 와일드카드
12,13,민병헌,두산,0.231,10,29,26,6,1,0,0,2,2017,KBO 와일드카드
13,14,김재환,두산,0.217,11,31,23,5,1,0,1,4,2017,KBO 와일드카드
14,15,조수행,두산,0.211,12,22,19,4,0,0,0,1,2017,KBO 와일드카드
15,16,오재원,두산,0.200,6,16,15,3,1,0,1,2,2017,KBO 와일드카드
16,17,박세혁,두산,0.182,10,16,11,2,0,0,0,1,2017,KBO 와일드카드
17,18,황경태,두산,0.167,7,6,6,1,1,0,0,0,2017,KBO 와일드카드
18,19,김민혁,두산,0.077,11,14,13,1,0,0,0,0,2017,KBO 와일드카드
19,20,서예일,두산,0.067,11,15,15,1,0,0,0,0,2017,KBO 와일드카드
20,21,이성곤,두산,0.000,3,4,4,0,0,0,0,0,2017,KBO 와일드카드
0,1,오재일,두산,0.600,4,20,15,9,0,0,5,12,2017,KBO 한국시리즈
1,2,양의지,두산,0.500,3,7,6,3,0,0,1,2,2017,KBO 한국시리즈
2,3,김재환,두산,0.471,4,20,17,8,2,0,3,9,2017,KBO 한국시리즈
3,4,박건우,두산,0.462,4,19,13,6,0,0,1,5,2017,KBO 한국시리즈
4,5,박세혁,두산,0.444,4,13,9,4,1,0,0,1,2017,KBO 한국시리즈
5,6,조수행,두산,0.400,3,5,5,2,1,0,0,2,2017,KBO 한국시리즈
6,7,허경민,두산,0.357,4,19,14,5,1,0,0,4,2017,KBO 한국시리즈
7,8,최주환,두산,0.333,4,14,12,4,0,0,1,4,2017,KBO 한국시리즈
8,9,민병헌,두산,0.250,4,21,20,5,0,0,1,7,2017,KBO 한국시리즈
9,10,오재원,두산,0.235,4,19,17,4,2,0,0,2,2017,KBO 한국시리즈
10,11,류지혁,두산,0.231,4,17,13,3,1,0,0,1,2017,KBO 한국시리즈
11,12,에반스,두산,0.200,2,5,5,1,0,0,0,0,2017,KBO 한국시리즈
12,13,국해성,두산,0.000,1,1,1,0,0,0,0,0,2017,KBO 한국시리즈
13,13,김재호,두산,0.000,4,3,2,0,0,0,0,0,2017,KBO 한국시리즈
14,13,정진호,두산,0.000,4,3,3,0,0,0,0,0,2017,KBO 한국시리즈
0,1,손아섭,롯데,0.335,144,667,576,193,35,4,20,80,2017,KBO 시범경기
1,2,전준우,롯데,0.321,110,496,455,146,27,1,18,69,2017,KBO 시범경기
2,3,이대호,롯데,0.320,142,608,540,173,13,0,34,111,2017,KBO 시범경기
3,4,번즈,롯데,0.303,116,468,423,128,38,0,15,57,2017,KBO 시범경기
4,5,김문호,롯데,0.292,131,448,390,114,17,1,2,35,2017,KBO 시범경기
5,6,최준석,롯데,0.291,125,464,409,119,15,0,14,82,2017,KBO 시범경기
6,7,황진수,롯데,0.291,60,133,117,34,6,2,1,16,2017,KBO 시범경기
7,8,강민호,롯데,0.285,130,515,456,130,22,1,22,68,2017,KBO 시범경기
8,9,문규현,롯데,0.270,110,337,304,82,15,2,6,42,2017,KBO 시범경기
9,10,박헌도,롯데,0.257,56,130,113,29,4,0,4,13,2017,KBO 시범경기
10,11,나경민,롯데,0.256,97,129,117,30,5,2,1,11,2017,KBO 시범경기
11,12,이우민,롯데,0.254,104,215,185,47,5,1,4,21,2017,KBO 시범경기
12,13,정훈,롯데,0.248,68,136,109,27,8,2,1,6,2017,KBO 시범경기
13,14,신본기,롯데,0.237,128,381,325,77,11,0,5,47,2017,KBO 시범경기
14,15,김동한,롯데,0.236,81,205,178,42,19,0,3,14,2017,KBO 시범경기
15,16,김상호,롯데,0.228,80,114,101,23,3,1,0,7,2017,KBO 시범경기
16,17,김대우,롯데,0.200,12,22,20,4,2,0,0,4,2017,KBO 시범경기
17,18,김사훈,롯데,0.184,57,89,76,14,3,0,0,8,2017,KBO 시범경기
18,19,김민수,롯데,0.176,10,19,17,3,0,0,0,0,2017,KBO 시범경기
19,20,김대륙,롯데,0.151,50,58,53,8,2,0,0,2,2017,KBO 시범경기
20,21,강태율,롯데,-,1,0,0,0,0,0,0,0,2017,KBO 시범경기
21,21,김재유,롯데,0.000,1,1,1,0,0,0,0,0,2017,KBO 시범경기
22,21,김주현,롯데,0.000,2,4,4,0,0,0,0,0,2017,KBO 시범경기
23,21,나균안,롯데,0.000,5,4,4,0,0,0,0,0,2017,KBO 시범경기
24,21,노경은,롯데,0.000,2,2,2,0,0,0,0,0,2017,KBO 시범경기
25,21,박시영,롯데,-,1,0,0,0,0,0,0,0,2017,KBO 시범경기
